FY,Department,Division,Month,Category,Category_Group,Perm_Budget,Current_Budget,Expenditure,Balance,Date,Fiscal_Month,Month_Name
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Hourly Fringe,Salaries,8622,8622,216.25,8405.75,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Fringes,Fringes,161814,161814,24266.45,-32025.71834000002,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Technical/Printing,Supplies & Printing,0,0,0.86,-0.86,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Clothing/Supplies/Postage,Supplies & Printing,4667,4667,249.46,4417.54,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Univ/FMD/Fuel/Install,Other,0,0,162,-162,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,4760,4760,481.32,4278.68,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Hardware/Software,Software & Maintenance,9333,9333,18.54,9314.46,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Audio Equipment /Lease,Equipment & Hardware,0,0,2129.3599999999997,-2129.3599999999997,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,IT Salaries,Salaries,180321,180321,21750.63,6735.959999999992,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Fringe,Fringes,60807,60807,8408.73,-6361.646670000002,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Telecomm,Telecomm & Network,0,0,15,-15,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,IT/Univ. Salaries,Salaries,546216,546216,55838.53,116988.78000000003,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,OnCall/OT,Bonus/OT/VSDP,3333,3333,64,3269,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Fringe,Fringes,185752,185752,20858.21,20392.366970000003,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Supplies/Printing,Supplies & Printing,2000,2000,0.92,1999.08,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Telecomm,Telecomm & Network,2280,2280,105,2175,2026-08-31,2,Aug
FY27,Academic Technologies,Academic Technology,a/o 8/31/26,Software Maintenance,Software & Maintenance,718382,718382,18.09,295196.49,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Salaries,Salaries,174885,174885,28070.4,-47998.19999999998,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Fringes,Fringes,82044,82044,10788.9,-4137.4535999999935,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Maintenance/Development,Software & Maintenance,0,0,-300,300,2026-08-31,2,Aug
FY27,Media Support Services,Academic Technology,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,1080,1080,104.85,975.15,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,IT/Univ. Salaries,Salaries,1238845,1238845,136272.38,178167.64000000013,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Bonus Hourly/FT,Salaries,0,0,10500,-10500,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Fringes,Fringes,430100,430100,56709.26,15646.012739999976,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Technical/Contractual Services,Contractual & Services,43539,43539,5670,37869,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Supplies,Supplies & Printing,10000,10000,330.91,9669.09,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Postage/Printing,Supplies & Printing,0,0,64.2,-64.2,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,1520,1520,499.4,1020.6,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Training/Travel/Memberships,Training & Travel,8625,8625,30.9,8594.1,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Software,Software & Maintenance,340113,340113,167751.26,172361.74,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,IT/Univ. Salaries,Salaries,505058,505058,67635.53,-33989.22999999998,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Hourly,Salaries,0,0,3280,-3280,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Fringes,Fringes,169032,169032,26107.22,-39511.547900000005,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Training/Travel,Training & Travel,2875,2875,280,2595,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,-360,-360,74.95,-434.95,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,IT/Univ. Salaries,Salaries,405190,405190,34971,126682,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Fringes,Fringes,137840,137840,13487.3,30103.880999999994,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Printing,Supplies & Printing,0,0,0.11,-0.11,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Telecomm,Telecomm & Network,1340,1340,134.8,1205.2,2026-08-31,2,Aug
FY27,Information Security,Information Security,a/o 8/31/26,Internal charge,Recoveries & Revenue,0,0,-69722,69722,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Supplies,Supplies & Printing,0,0,2804.16,-2804.16,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Classified/Univ Salaries,Salaries,803531,803531,178880.59,-282484.55000000005,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,VSDP,Bonus/OT/VSDP,0,0,2173.53,-2173.53,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Oncall /OT,Bonus/OT/VSDP,0,0,114.77000000000001,-114.77000000000001,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Student/Hourly Wages,Salaries,46000,46000,6242.24,39757.76,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fringe Part time,Fringes,3773,3773,124.91,3648.09,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fringes,Fringes,234684,234684,67908.51,-184285.73952,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Internal Service charge,Recoveries & Revenue,-30000,-30000,-159551.12,129551.12,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Technical/Printing,Supplies & Printing,0,0,0.17,-0.17,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Clothing/Supplies/Postage,Supplies & Printing,4400,4400,1386.47,-550.2300000000005,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,University/FMD/Parking,Other,0,0,2352,-2352,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,3600,3600,989.74,2610.26,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Software/Maintenance,Software & Maintenance,0,0,17224.66,-17224.66,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Hourly Wages,Salaries,0,0,1729,-1729,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,University Salary,Salaries,32715,32715,16769.4,-87526.20000000001,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fringe,Fringes,6053,6053,7843.11,-41833.6966,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,VSDP/OT,Bonus/OT/VSDP,0,0,3595.59,-3595.59,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Supplies/Employee Clothing,Supplies & Printing,0,0,6055.63,-6055.63,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Contractual,Contractual & Services,0,0,8284.12,-8284.12,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Bank Charges,Other,0,0,34,-34,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Revenue,Recoveries & Revenue,0,0,-31004.04,31004.04,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Internal Service Charge,Recoveries & Revenue,0,0,-778.61,778.61,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,0,0,0.91,-0.91,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Salaries,Salaries,580773,580773,75237.49,110413.71000000002,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,OnCall/OT,Bonus/OT/VSDP,0,0,1021.65,-1021.65,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Bonuses,Bonus/OT/VSDP,4333,4333,1000,3333,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Student/Hourly Wages,Salaries,80417,80417,59152.26,21264.739999999998,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fringe PT,Fringes,6645,6645,3328.69,3316.31,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fringes,Fringes,205828,205828,28735.4,24180.463400000008,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Internal charge/Printing,Supplies & Printing,0,0,7.56,-7.56,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Clothing/Supplies/Postage,Supplies & Printing,10600,10600,2742,7858,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,44120,44120,12415.25,31704.75,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Software,Software & Maintenance,0,0,7784.2,-11426.2,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Recoveries,Recoveries & Revenue,-40000,-40000,-65365.1,25365.1,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Contractual Services/FMD,Contractual & Services,421579,421579,8116,413463,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Equip Repair,Other,0,0,107209.25,-107209.25,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Electrical Repair,Other,0,0,1808.28,-1808.28,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Skilled Services,Contractual & Services,0,0,169829.9,-169829.9,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Recoveries,Recoveries & Revenue,0,0,-515,515,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,IT/University Salary,Salaries,317956,317956,95419.62999999999,-276737.53,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Classified /Univ,Other,0,0,7683.49,-7683.49,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,On Call/OT,Bonus/OT/VSDP,0,0,494.53,-494.53,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Hourly/Student Wages,Salaries,65000,65000,28333.56,36666.44,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Fringe PT,Fringes,2538,2538,1013.93,1524.0700000000002,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Fringes,Fringes,45987,45987,37871.4,-185103.39930000002,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Express/Shipping,Supplies & Printing,26500,26500,170.27,26329.73,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Contractual - Printing/Advertising,Supplies & Printing,50838,50838,7161,43677,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Software,Software & Maintenance,0,0,207.54,-207.54,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Supplies,Supplies & Printing,24672,24672,332.34,24339.66,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Other,Other,0,0,6960,-6960,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Photographic Supplies,Supplies & Printing,110055,110055,143113.22,-33058.22,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Fuel,Other,1000,1000,275.86,724.14,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Parking/Fleet,Other,0,0,2352,-2352,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Freight/Postage/Mail,Supplies & Printing,1000,1000,229.76,770.24,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Telecomm,Telecomm & Network,11800,11800,1231.04,10568.96,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Bank Charges,Other,30000,30000,1255.97,28744.03,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Internal Service Charge,Recoveries & Revenue,-55000,-55000,-2540.53,-52459.47,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Sales/Services(Revenue),Recoveries & Revenue,-350000,-350000,-19460.84,-330539.16,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Classified/IT Salaries,Salaries,200055,200055,29004.03,22660.170000000013,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fringes,Fringes,68867,68867,11192.43,247.3304000000062,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Contractual/Printing,Supplies & Printing,8432,8432,0.01,8431.99,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Supplies,Supplies & Printing,6316,6316,3260.4,3055.6,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fuel/Fleet,Other,0,0,53.81,-53.81,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,6520,6520,95.47,6424.53,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Lease Equipment,Equipment & Hardware,5000,5000,285.2,4714.8,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Internal charge,Recoveries & Revenue,0,0,-15,15,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Equipment/RAMTECH,Equipment & Hardware,2,2,45036.9,-45034.9,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Classified/IT/Univ. Salaries,Salaries,414560,414560,77512.44,-78369.23999999999,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Fringes,Fringes,141893,141893,29925.26,-48798.561600000015,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Technical/Printing,Supplies & Printing,0,0,103.41,-103.41,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Clothing/Supplies/Postage,Supplies & Printing,1200,1200,225,975,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Telecomm/Wireless,Telecomm & Network,960,960,90,870,2026-08-31,2,Aug
FY27,Technology Support Services,Technical Support Services,a/o 8/31/26,Software,Software & Maintenance,0,0,242048.11,-242048.11,2026-08-31,2,Aug
FY27,Campus Card Services,Technical Support Services,a/o 8/31/26,Printing Services,Supplies & Printing,0,0,-120.18,120.18,2026-08-31,2,Aug
